date ,sulfur,nitrogen,pm10,pm25,temp,humidity,radiation,ozone,wind,
10/29/2018,,16.9,37.1,9,67.4,41.7,0.289,17,4.5,0.5
10/30/2018,,7.7,22.2,5.6,68,42.3,0.154,20,6.8,0.3
10/31/2018,,7.9,19.8,6.1,57.9,58.6,0.141,21,6.7,0.4
11/1/2018,,11.1,18.8,4.7,54.1,47.8,0.271,20,5.8,0.3
11/2/2018,,15.5,25.3,5.9,57.1,35.8,0.291,20,4.5,0.4
11/3/2018,,8.9,18.1,4.3,62.2,28.7,0.282,30,6.8,0.3
11/4/2018,,10.9,24.9,4.9,59.3,35.8,0.274,30,6.4,0.3
11/5/2018,,11.7,27.9,5.3,66.8,28,0.278,29,7.8,0.3
11/6/2018,,12.3,25.1,5.5,66.9,29.8,0.278,27,7.6,0.3
11/7/2018,,16.1,28,5.2,66.5,30.4,0.276,22,5.4,0.4
11/8/2018,,12.4,24,4.7,66,28.3,0.275,26,6.6,0.3
11/9/2018,,4.2,24.4,6,52,54.9,0.249,27,13.1,0.3
11/10/2018,,11.4,31.7,7.3,52.3,46.4,0.23,27,7.4,0.5
11/11/2018,,8.7,29.3,7.2,57.3,43.8,0.259,22,7.5,0.4
11/12/2018,,2.7,22.3,4.7,40.9,33.8,0.238,32,10.6,0.2
11/13/2018,,16.2,27.7,7.2,37.1,35.7,0.261,23,3.9,0.3
11/14/2018,,34.4,56.5,16.7,42.7,31.2,0.252,12,2.5,0.8
11/15/2018,,30.4,50,13.1,47.7,30.2,0.259,11,2.8,0.7
11/16/2018,,29.8,43.5,11.3,49.6,26.7,0.252,12,3.2,0.6
11/17/2018,,19.4,34.4,9.3,55.8,21.4,0.254,22,5.4,0.5
11/18/2018,,23.5,44.6,13,52.8,36.5,0.236,14,5.2,0.6
11/19/2018,,24.1,37.5,11.7,52.3,34.4,0.242,16,3.8,0.5
11/20/2018,,12.9,25.9,7.7,53.5,35.2,0.242,33,8.3,0.3
11/21/2018,,27.5,49.9,16,53.9,44.9,0.238,21,4.2,0.7
11/22/2018,,22.7,41.5,11.7,53.5,48.4,0.132,15,5.1,0.5
11/23/2018,,8.4,19.3,4.6,55.5,36,0.233,31,8.8,0.3
11/24/2018,,10,20.3,5,56.7,29.9,0.208,31,8.7,0.3
11/25/2018,,7.4,23.8,5.3,52.1,26.3,0.235,31,6.6,0.3
11/26/2018,,13.5,39.5,8.5,49.5,23.1,0.23,26,6.2,0.3
11/27/2018,,23.3,38.9,8.6,49.5,31.8,0.236,14,4.5,0.4
11/28/2018,,23.7,34.5,7.4,56.5,29.2,0.235,22,7.4,0.3
11/29/2018,,19.4,33.9,8.3,59.7,25.1,0.211,20,4.9,0.5
11/30/2018,,10.6,59,9.6,53.6,43.7,0.167,28,11.8,0.3
12/1/2018,,6,18.3,5.2,51,47.2,0.23,33,11.4,0.3
12/2/2018,,7.2,17.9,5.4,50,47.1,0.165,32,9.1,0.3
12/3/2018,,22.2,33.2,8.6,48.5,34.3,0.193,22,4.4,0.5
12/4/2018,,22.9,34.8,8.5,46.5,39.1,0.198,15,4,0.5
12/5/2018,,27.6,46.7,10.7,50.7,39.6,0.146,21,5.7,0.7
12/6/2018,,36.9,63.3,15.9,53.2,46.7,0.106,5,4,0.8
12/7/2018,,15.7,23.2,8.1,49.4,73.8,0.047,10,7.4,0.5
12/8/2018,,14.5,30.7,13.8,45.8,79.8,0.11,8,4.1,0.7
12/9/2018,,,28.8,14.1,46.4,72.9,0.198,11,3.6,0.7
12/10/2018,,19.5,25.9,8.4,46.9,50.9,0.214,13,4,0.6
12/11/2018,,16.7,24,6.8,51.1,49,0.14,13,4.6,0.4
12/12/2018,,8.7,24,6.4,52.9,58.4,0.159,17,6.2,0.3
12/13/2018,,8,33.5,5.9,46.1,23.8,0.218,28,8.1,0.3
12/14/2018,,19.2,35,10.8,42.9,26.9,0.219,13,4.1,0.5
12/15/2018,,22.6,39.8,11,45,27.3,0.186,12,3.8,0.7
12/16/2018,,23.6,35.4,10.2,50.6,25.7,0.109,9,3.6,0.5
12/17/2018,,14.7,22.5,6.4,51.1,59.4,0.116,18,4.5,0.4
12/18/2018,,6.2,14.6,4,50.5,63.1,0.155,28,9.3,0.3
12/19/2018,,14.5,16.7,4.6,51.9,42.8,0.22,21,8.6,0.3
12/20/2018,,23.4,35.9,11.1,50.8,33.8,0.216,15,3.2,0.6
12/21/2018,,17.9,24.2,7.2,50.6,40.4,0.164,16,6.1,0.4
12/22/2018,,13.2,17.7,4.9,58.1,24.7,0.214,24,7.6,0.3
12/23/2018,,10.7,18.7,5.1,52.8,27.2,0.213,22,5.9,0.3
12/24/2018,,20.1,33.8,13.1,52.6,35.4,0.216,14,3.7,0.6
12/25/2018,,23.9,38.1,18.3,52.8,30,0.116,10,4,0.8
12/26/2018,,6.6,19.5,5.4,46.6,58.6,0.144,32,10.9,0.3
12/27/2018,,5.6,15.7,5,45.5,50.6,0.208,30,8.4,0.3
12/28/2018,,10.3,16,5.6,38,73.7,0.052,25,6.5,0.3
12/29/2018,,1.1,12.6,3.9,32.5,66.8,0.122,29,7.1,0.2
12/30/2018,,6.4,15.5,5.9,32.7,62.5,0.211,27,6.1,0.3
12/31/2018,,12.6,35.7,23.3,41.6,44.8,0.223,26,6.2,0.6
1/1/2019,,10.9,28.2,14,38.6,49,0.216,18,9.7,0.5
1/2/2019,,5.2,17.4,6.5,31.7,66.9,0.113,18,9.7,0.3
1/3/2019,,8.6,16.8,6.3,36.9,62,0.225,21,8.2,0.3
1/4/2019,,16,24.5,9.4,39,48.9,0.227,18,5.2,0.4
1/5/2019,,26.9,35.4,15.5,43.9,43.2,0.213,10,3.1,0.6
1/6/2019,,,29,11.5,49.3,55.2,0.073,14,6.1,0.5
1/7/2019,,11.6,16.8,4.7,48.7,52.6,0.221,24,6.9,0.3
1/8/2019,,14.1,25.6,7.4,47.7,46.4,0.129,12,5.1,0.4
1/9/2019,,7.3,24.6,4.8,48.9,35.3,0.11,26,9.4,0.3
1/10/2019,,14.1,24.7,7.2,49.2,64.8,0.138,15,4.7,0.4
1/11/2019,,3.8,17.3,4.7,51.2,60.3,0.23,28,9.3,0.3
1/12/2019,,7.2,16.6,4.5,47,46.5,0.221,25,6.4,0.3
1/13/2019,,,17.2,4.3,48.4,48.4,0.229,35,11,0.2
1/14/2019,,,20.4,6.4,48.5,55.4,0.214,23,7.3,0.4
1/15/2019,,30,41.6,14.1,52.7,48.7,0.233,13,2.8,0.7
1/16/2019,,13.2,26.7,7.5,55.1,45.1,0.196,18,6.2,0.4
1/17/2019,,18,27.8,7.8,53.1,46.9,0.205,16,4,0.4
1/18/2019,,5.6,49.6,6.5,54.5,39.8,0.209,30,11.7,0.2
1/19/2019,,11.2,19.8,6.1,47.9,27.6,0.249,28,4.1,0.3
1/20/2019,,19,29.1,9.7,48.2,27,0.238,16,3.1,0.5
1/21/2019,,17,59.3,11.3,56.7,21.6,0.225,19,7.5,0.5
1/22/2019,,4.2,20.5,5,46.8,30.3,0.224,37,10.7,0.2
1/23/2019,,12.7,21.1,6.2,42.9,28.3,0.257,23,6.2,0.3
1/24/2019,,18.8,23.6,6.7,45.7,24,0.258,20,5.2,0.4
1/25/2019,,19.5,29,9.1,46.1,24.5,0.263,24,5,0.4
1/26/2019,,19.7,35.6,13.1,47,21.9,0.263,26,4.8,0.5
1/27/2019,,13.4,23,6.8,48.1,20.9,0.229,29,4.8,0.4
1/28/2019,,13.4,30,6.5,50.7,24,0.267,31,7.2,0.3
1/29/2019,,12.6,38.2,6.4,43.9,37.3,0.141,25,8.5,0.3
1/30/2019,,27.1,58.8,18,49.3,35,0.201,,3.3,0.7
1/31/2019,,24.6,44.9,12.6,55,30.6,0.259,26,4.3,0.5
2/1/2019,,17.2,30.1,8.5,55.2,38.6,0.197,21,4.8,0.4
2/2/2019,,9.6,17.6,6,54.5,54.1,0.204,28,6.8,0.3
2/3/2019,,8.3,24.3,6.6,57.8,48.7,0.234,24,7.8,0.2
2/4/2019,,10.8,19.6,8.3,59.8,43.4,0.276,19,5.9,0.3
2/5/2019,,6.4,22.4,5.2,59,49.9,0.124,25,7.3,0.2
2/6/2019,,5.3,49.7,6.1,53,55.3,0.246,34,10.7,0.2
2/7/2019,,9.4,20.4,5.4,42.1,28.1,0.295,42,8.3,0.3
2/8/2019,,13.4,28.9,5.2,43.4,27.5,0.294,29,9.5,0.2
2/9/2019,,11.1,30.1,6.9,47.9,32.4,0.209,28,9.8,0.3
2/10/2019,,12.7,27,9,50.6,43.8,0.074,20,5.3,0.4
2/11/2019,,9.5,34.9,6.3,50.8,38.9,0.274,32,8.8,0.3
2/12/2019,,22.8,28.8,7.1,44.9,19.3,0.305,24,4,0.4
2/13/2019,,22.9,34,8.4,50.7,19.1,0.234,18,4.6,0.4
2/14/2019,,9.1,25.5,5.6,60.7,20,0.209,31,8.3,0.3
2/15/2019,,3.3,24.7,4.9,64.1,41.6,0.269,32,10.6,0.3
2/16/2019,,4.6,40.7,6.1,55.2,38.6,0.308,39,10.9,0.2
2/17/2019,,6.3,17.4,4.1,47.9,25.8,0.318,45,8.4,0.2
2/18/2019,,19,30.2,7,48.1,23.6,0.317,27,6.7,0.4
2/19/2019,,7,27.1,5.5,37.9,44.3,0.207,34,10.1,0.2
2/20/2019,,14.1,24.4,6.5,40.7,29.8,0.314,29,7,0.4
2/21/2019,,21.2,35.2,9.2,50,20.3,0.325,21,5.7,0.5
2/22/2019,,8.8,68.9,10.6,47.1,41.3,0.279,33,11.3,0.3
2/23/2019,,4.6,15.6,6.3,41.3,47.2,0.336,40,10.1,0.2
2/24/2019,,14.4,17.5,6,48,29.7,0.336,29,5.1,0.4
2/25/2019,,21.6,26.8,8.1,54.8,17.9,0.324,21,4.5,0.4
2/26/2019,,15,22.2,6.7,60,16.1,0.348,32,5.6,0.3
2/27/2019,,16.6,22.3,6.1,62,14.4,0.21,28,5.2,0.3
2/28/2019,,11.4,23.3,5.8,62.6,17.3,0.35,33,7.8,0.3
3/1/2019,,11.4,22.7,6.2,63.4,18.1,0.347,31,7,0.3
3/2/2019,,8.2,35.3,7.8,65.3,18.4,0.287,35,8.8,0.3
3/3/2019,,7.4,24.6,6.6,64.1,27.6,0.355,31,7.7,0.3
3/4/2019,,7.4,28.3,7,45.9,42.2,0.34,30,11.2,0.3
3/5/2019,,9.9,25.7,5.6,48.8,31.3,0.355,32,10.6,0.3
3/6/2019,,12,32.1,6.3,58.9,22,0.361,32,7.6,0.3
3/7/2019,,8.2,47.1,8.3,68.6,16.8,0.24,30,8.9,0.2
3/8/2019,,6.4,123.5,25.2,63.2,27.6,0.108,35,9.6,0.2
3/9/2019,,7.9,24.4,6.5,53.7,27.4,0.304,40,7.6,0.2
3/10/2019,,9.9,27.5,8.1,58.6,37.6,0.145,28,5.3,0.4
3/11/2019,,11.6,29.4,6.7,62.4,44.2,0.126,21,8,0.4
3/12/2019,,2.4,43.6,11.4,58.3,57.2,0.225,34,12.2,0.3
3/13/2019,,1.2,89.8,11.7,49.9,46.2,0.351,48,15.9,0.2
3/14/2019,,2.5,44.1,6.2,50.7,21.6,0.394,50,9.9,0.2
3/15/2019,,2.6,41.8,7.7,47.8,29.2,0.313,41,14.2,0.2
3/16/2019,,2.3,19.3,5.6,44.6,49.1,0.161,40,9.8,0.2
3/17/2019,,3.2,17.4,5.3,53.4,32.8,0.393,41,7.8,0.2
3/18/2019,,5.4,20,5.3,55,29.5,0.294,40,8.3,0.2
3/19/2019,,17.6,30.8,8.8,56.9,31.8,0.398,32,4.2,0.4
3/20/2019,,10.8,38.8,11,58.3,35.4,0.385,35,10.4,0.3
3/21/2019,,6.6,27.9,11.7,60.7,48.1,0.36,40,9.9,0.3
3/22/2019,,7,24.4,7.5,61.9,31.8,0.375,35,7.8,0.3
3/23/2019,,11.4,33.7,6.2,59.8,19.6,0.393,33,6,0.3
3/24/2019,,6.9,22,7,64.4,15.2,0.422,39,8.1,0.2
3/25/2019,,13.6,27.9,10.6,65.9,14.6,0.408,38,5.2,0.3
3/26/2019,,4.5,31.3,13.1,70.8,32,0.363,41,9.7,0.3
3/27/2019,,11.7,28,13.4,72,35.2,0.325,31,5.9,0.4
3/28/2019,,10.6,26.1,11.1,72.3,12.5,0.417,37,7.5,0.3
3/29/2019,,5.5,40.5,12.4,69.4,11.3,0.436,39,11.7,0.2
3/30/2019,,3.4,31.8,11,58.9,20,0.353,37,12.1,0.3
3/31/2019,,2.1,27.4,9.9,50.9,29.4,0.425,40,13.5,0.2
4/1/2019,,14.2,26.7,9.8,55.3,29.7,0.402,41,5.6,0.4
4/2/2019,,19.9,39.8,10.7,65.1,15.7,0.432,28,7,0.4
4/3/2019,,4.1,46,8.2,67.6,15.4,0.434,43,11.2,0.2
4/4/2019,,16,30,7.2,65.5,16.2,0.378,30,5,0.4
4/5/2019,,17.9,40.6,9.5,65.6,17,0.356,25,5.6,0.4
4/6/2019,,7.8,23.6,5.3,64.4,21.1,0.427,35,6.9,0.3
4/7/2019,,9.1,21.6,5.4,68.2,22.7,0.455,33,7.5,0.3
4/8/2019,,10.3,24.8,5.4,73.4,14.1,0.458,33,5.2,0.3
4/9/2019,,6.9,55.4,6.3,77.8,9.5,0.456,40,9.4,0.3
4/10/2019,,2.3,199.7,34.6,70.5,8.2,0.36,50,17.2,0.3
4/11/2019,,5,39.3,6.4,57.6,13.2,0.459,41,11.7,0.2
4/12/2019,,14.6,32.4,8.1,55.2,21.4,0.21,33,5.2,0.3
4/13/2019,,7.9,23.6,6.6,54,37.8,0.419,38,7.3,0.3
4/14/2019,,9.7,23.8,5.7,62.2,28.3,0.47,34,5.8,0.3
4/15/2019,,18.8,33.4,10.6,72.3,12.2,0.466,33,5.1,0.5
4/16/2019,,4.6,29.4,6.1,72.2,13.7,0.449,43,8.8,0.3
4/17/2019,,2.5,33.5,10.8,60.2,39.6,0.372,43,13.3,0.3
4/18/2019,,7.8,20.1,7.8,65.6,32.6,0.477,36,6.3,0.3
4/19/2019,,12.6,24.8,5.8,71,16.3,0.484,42,6.3,0.4
4/20/2019,,6.6,35.1,9.6,76.4,11.1,0.461,37,8.7,0.3
4/21/2019,,1.8,24.6,7.1,74.9,15,0.486,37,8.8,0.2
4/22/2019,,6.5,30.7,8,68.6,30,0.316,38,6.9,0.3
4/23/2019,,4.3,19.7,4.7,64.6,43,0.416,41,8.9,0.3
4/24/2019,,6.6,17.1,4.4,65.6,37.8,0.48,44,6.7,0.3
4/25/2019,,11.2,23.2,6.1,74.4,20.9,0.489,38,5.7,0.3
4/26/2019,,6.1,31.9,7.6,79.4,18.5,0.44,45,8,0.3
4/27/2019,,10.3,28.5,7.8,79.3,12.8,0.489,38,6.5,0.4
4/28/2019,,5.6,25.6,6.5,78,10.1,0.497,41,6.7,0.2
4/29/2019,,7.5,26.7,6,76.6,9.4,0.448,38,6.5,0.3
4/30/2019,,5.5,34.9,7.7,72.3,16.4,0.497,35,8.8,0.3
5/1/2019,,8.2,27.1,6.7,72.2,14.2,0.508,35,7,0.2
5/2/2019,,12.9,26.4,4.7,73.8,9.8,0.457,34,5.4,0.3
5/3/2019,,10.4,29.2,5.8,75.5,9.4,0.507,37,6.1,0.3
5/4/2019,,14.6,27.6,6.5,75.6,9.4,0.507,35,5,0.4
5/5/2019,,8.6,24.2,6.1,78.5,9,0.51,40,5.7,0.3
5/6/2019,,8,27.7,5.9,77.3,10.5,0.495,40,7.9,0.2
5/7/2019,,7.5,37.5,7.6,71.5,16.1,0.385,36,9.3,0.2
5/8/2019,,5,27.2,5.3,66.9,25.3,0.459,41,10.9,0.3
5/9/2019,,6.3,35.5,6.6,67,29.1,0.462,46,7.4,0.3
5/10/2019,,3.9,27.5,6.7,58.3,54.9,0.346,31,12.9,0.3
5/11/2019,,5.5,17.8,6.5,62.9,46.7,0.442,34,6.3,0.3
5/12/2019,,1.4,18.7,5.3,63.3,49.9,0.247,39,6.8,0.3
5/13/2019,,6.9,20.6,6,65.3,43.4,0.417,39,4.7,0.3
5/14/2019,,14.8,27.9,8.7,74,27.4,0.513,34,4.1,0.4
5/15/2019,,10.2,25.4,7.4,79.1,17.8,0.506,43,5.9,0.3
5/16/2019,,4.4,30,7.8,81.6,17.1,0.484,43,7.8,0.2
5/17/2019,,3.5,65.6,11.4,75.1,13.1,0.524,43,10.7,0.2
5/18/2019,,5.9,32.9,6.4,69.9,14,0.523,48,10.4,0.2
5/19/2019,,6.3,26.8,6.6,74.6,10.3,0.455,45,5.4,0.3
5/20/2019,,3.8,128.5,22.2,68.2,18.1,0.299,50,13,0.2
5/21/2019,,7.4,52.4,10.1,64.9,17.7,0.521,49,11.2,0.2
5/22/2019,,9.7,65,17.5,76.1,9.4,0.514,45,9.5,0.2
5/23/2019,,16.6,45.3,11,74.3,13.9,0.516,40,8.2,0.3
5/24/2019,,19.2,32,7.9,74.4,13.9,0.527,32,4.5,0.4
5/25/2019,,13.6,24.3,5.8,80.7,11.5,0.507,26,6.2,0.3
5/26/2019,,3.8,99.5,22.6,80.2,10.9,0.4,36,9.6,0.3
5/27/2019,,3.4,48,11.8,77.3,14.1,0.52,40,9.4,0.2
5/28/2019,,6.9,25.5,8.8,72.4,15.8,0.529,41,8.5,0.2
5/29/2019,,,25.6,5.7,73.7,10,0.533,42,6.3,0.3
5/30/2019,,,38.1,15.1,75.1,27.1,0.501,42,7.7,0.3
5/31/2019,,,29,11.7,77.5,42.7,0.48,45,9,0.3
6/1/2019,,,28.4,11.4,81.6,34.1,0.481,42,6.9,0.4
6/2/2019,,,27.3,10.2,81.4,35.4,0.498,43,8.7,0.3
6/3/2019,,,32.2,10.1,76.4,41.6,0.459,45,9.7,0.3
6/4/2019,,,18.9,4.9,74.4,39.4,0.41,47,9,0.3
6/5/2019,,,32.5,6,77,29.1,0.523,44,5.9,0.3
6/6/2019,,,28.4,6.5,81.3,19.2,0.508,42,4.9,0.4
6/7/2019,,,33,9,85.7,13.9,0.51,41,6.5,0.3
6/8/2019,,,32.1,7.6,85.6,11,0.528,34,8.4,0.3
6/9/2019,,,42.8,9,83.1,14.6,0.496,36,7.8,0.3
6/10/2019,,5.8,27,5.4,63.8,65.3,0.078,34,10.2,0.3
6/11/2019,,9.3,16.6,6.2,68,60.1,0.405,34,5,0.4
6/12/2019,,6.8,29.9,7.2,81.4,31.1,0.525,42,8.2,0.3
6/13/2019,,4.3,38.5,9.9,84,31.6,0.484,50,9.1,0.3
6/14/2019,,4.9,40.4,9.3,85.6,22.9,0.504,37,8.7,0.3
6/15/2019,,4.1,34.7,8.2,84.4,13.1,0.531,38,9.5,0.3
6/16/2019,,4.5,23.9,7.5,84.2,10.9,0.532,43,6.4,0.3
6/17/2019,,8.7,32.2,8.7,85.3,11,0.519,34,5.9,0.3
6/18/2019,,8.4,29.7,8.5,84.2,16.7,0.528,37,6.3,0.3
6/19/2019,,7.2,30.5,9.1,84.9,9.4,0.53,41,7.8,0.3
6/20/2019,,4.8,28.1,7,85.1,7.8,0.539,41,8.9,0.2
6/21/2019,,5.5,43.2,8.9,84.6,9,0.526,37,9.5,0.3
6/22/2019,,3.8,30.1,6.8,82.6,8.2,0.534,45,8.5,0.2
6/23/2019,,6.8,27.2,7.1,81.5,10.9,0.533,41,6.4,0.3
6/24/2019,,12.6,29,7.5,82.9,9.6,0.536,35,4.2,0.3
6/25/2019,,13.6,42.9,12.5,85.9,13.6,0.5,35,6.6,0.4
6/26/2019,,7.5,38.5,11.3,88,19.5,0.489,40,7.4,0.3
6/27/2019,,5.1,30.2,12.5,89.5,21.6,0.512,45,7.2,0.3
6/28/2019,,4.3,30.9,12.1,87.7,27.7,0.492,40,8.2,0.3
6/29/2019,,2.2,24,9.2,87.6,21.5,0.522,37,7.5,0.3
6/30/2019,,9.2,28.9,10.6,87.9,16,0.534,37,5.8,0.4
7/1/2019,,6.6,42.8,12.5,87.6,18.4,0.494,37,6.9,0.4
7/2/2019,,5.3,28.3,7.7,87.3,21.7,0.443,34,6.4,0.3
7/3/2019,,4.9,25.4,5.9,88.2,16.1,0.529,30,8.2,0.3
7/4/2019,,2.7,30.9,8.3,88.4,17.8,0.487,32,9.1,0.3
7/5/2019,,1.5,60,13.5,88.4,20.5,0.523,39,9.1,0.3
7/6/2019,,2.6,29,7.8,81.1,35.6,0.376,40,9,0.3
7/7/2019,,2.6,19.8,5.7,80,39.5,0.361,45,6.3,0.3
7/8/2019,,5.7,22.4,6.1,83.9,29.9,0.489,39,4.8,0.3
7/9/2019,,13.2,27.7,7.9,87.1,14.2,0.524,31,4.6,0.4
7/10/2019,,12.9,34.1,9.3,90.7,17.4,0.488,34,5.1,0.4
7/11/2019,,3.4,38.5,9.7,86.6,25,0.355,45,8.8,0.3
7/12/2019,,9.2,35.9,10.6,84.4,29.7,0.481,34,3.8,0.4
7/13/2019,,4.4,22.8,7.7,88.1,23.5,0.499,46,6.4,0.3
7/14/2019,,4.4,24.4,7.8,89.9,19.6,0.515,44,5.7,0.3
7/15/2019,,10.7,31,9.3,90.7,17.5,0.502,53,5.6,0.4
7/16/2019,,9.5,31.5,8.9,90.5,18.6,0.428,42,7.7,0.4
7/17/2019,,6.2,24.8,7.4,88.8,24.1,0.387,48,6.2,0.3
7/18/2019,,6.3,26.6,8.4,86.7,34,0.472,51,6.2,0.4
7/19/2019,,5.8,28.6,7.4,88.6,26.2,0.509,46,7,0.3
7/20/2019,,5.4,29.1,7.3,90.5,23.9,0.513,,6.5,0.4
7/21/2019,,5.3,42.9,9.9,91.3,19.5,0.505,,7.3,0.3
7/22/2019,,4.5,27.3,9.6,83.7,33.2,0.309,50,9.9,0.3
7/23/2019,,4.6,21.7,7.6,79.6,46.3,0.404,47,9.2,0.3
7/24/2019,,7.8,27,7.2,82.8,29.7,0.469,51,6.5,0.3
7/25/2019,,8.9,31,7.7,85.9,19.2,0.504,47,6.3,0.3
7/26/2019,,10.1,31.3,7.8,88.4,15.6,0.489,54,6.3,0.3
7/27/2019,,4.9,28.5,7.5,89.4,17.8,0.499,58,6.2,0.3
7/28/2019,,3.5,38.9,7.8,88.4,26.5,0.345,46,6.2,0.3
7/29/2019,,3.4,112.2,23.2,84,35.8,0.442,50,8.1,0.4
7/30/2019,,5,30.6,8.7,86.6,31,0.476,38,7,0.3
7/31/2019,,3.1,31.2,8.2,86,32.8,0.494,48,6,0.3
8/1/2019,,3.5,24.5,6.1,86.6,34.3,0.474,44,6,0.4
8/2/2019,,7.3,32.3,8.4,90.5,23.8,0.477,39,5.3,0.3
8/3/2019,,2,28.1,8,90.5,25.4,0.42,50,5.5,0.3
8/4/2019,,0.2,21.6,7,85.8,35.9,0.477,54,5.7,0.3
8/5/2019,,5.1,28,8.6,90.7,23.7,0.467,59,5.7,0.3
8/6/2019,,3.8,27.8,7.2,88.3,28.9,0.366,47,5.6,0.3
8/7/2019,,4.4,28.2,6.6,89.1,28.6,0.424,55,6,0.4
8/8/2019,,2.4,28.6,5.7,84.9,39.9,0.413,53,8,0.4
8/9/2019,,2.8,27.7,5.7,86.1,34.6,0.451,47,6.7,0.3
8/10/2019,,2.8,19.9,5.7,79,52.1,0.464,56,7.6,0.4
8/11/2019,,1.3,19.2,4.9,83.1,40.3,0.474,45,7.9,0.3
8/12/2019,,2.6,19.1,5.7,86,31.9,0.463,34,7,0.4
8/13/2019,,4.1,22.8,5.6,87.8,24,0.414,36,6.9,0.4
8/14/2019,,4.7,37.7,9.1,85.8,31.6,0.457,42,8.8,0.3
8/15/2019,,6.7,26.5,9,83.7,34.8,0.449,48,4.5,0.4
8/16/2019,,3.2,27,7.8,87.5,29.4,0.471,43,5.2,0.4
8/17/2019,,1.6,22.5,6.8,88.5,23.5,0.459,40,7.1,0.3
8/18/2019,,6.2,23.2,6.6,89.1,14.1,0.471,34,6.2,0.3
8/19/2019,,5.6,25.8,7.8,90.4,19.1,0.372,44,5.2,0.3
8/20/2019,,6.7,32.6,9.3,89.7,24.3,0.442,41,6.6,0.3
8/21/2019,,3.6,34.2,11.9,86.7,27.6,0.411,43,7.9,0.3
8/22/2019,,6.2,23.5,8.5,82.7,37.1,0.437,42,5.1,0.4
8/23/2019,,8,34.1,9.3,81.3,39.4,0.36,36,5.9,0.4
8/24/2019,,5.6,24,7.1,81.9,38.8,0.417,42,6.8,0.4
8/25/2019,,,18.6,6.4,86.5,33.7,0.462,39,7.7,0.4
8/26/2019,,2.4,21,6.8,90.3,25.4,0.459,37,7.6,0.3
8/27/2019,,6.2,67.5,14.8,88.7,28.3,0.453,41,6.7,0.4
8/28/2019,,5.3,35.1,9.3,85.6,29.8,0.409,45,5.2,0.4
8/29/2019,,1.4,26.7,7.7,83.7,36.5,0.381,47,6.8,0.3
8/30/2019,,4.4,18.4,7.5,80.5,44.8,0.397,43,5.7,0.4
8/31/2019,,6.1,21.3,7.8,83.7,35.3,0.447,34,5.8,0.4
9/1/2019,,1,22.8,8,84.9,26.7,0.42,34,6.4,0.3
9/2/2019,,2.4,20.3,6.5,84.9,26.8,0.431,42,6.3,0.3
9/3/2019,,7.1,25.6,7.5,84.8,24,0.431,38,6.5,0.4
9/4/2019,,3.5,25,8,84.1,23.2,0.404,43,7.9,0.3
9/5/2019,,6.6,26.8,7.9,82.7,28.6,0.31,38,4.9,0.4
9/6/2019,,4.2,25.5,6,85.3,28.7,0.362,38,5.7,0.4
9/7/2019,,4.2,28,6,85.2,34.9,0.429,37,7.3,0.4
9/8/2019,,1.7,34.4,5.8,82.3,36.8,0.43,44,6,0.4
9/9/2019,,6.1,22.9,5.5,79.8,46.2,0.371,36,4.7,0.4
9/10/2019,,5.3,21.5,5.2,80.3,45.4,0.355,29,4.8,0.4
9/11/2019,,4.3,19.6,5,82,38.7,0.406,24,5.1,0.4
9/12/2019,,5,20.8,5.2,83,37,0.425,32,5.8,0.4
9/13/2019,,4,26.3,5.5,80.2,43.4,0.301,31,8.7,0.3
9/14/2019,,2.7,18,5.9,77.8,46.9,0.241,32,6.9,0.3
9/15/2019,,0,13.2,5.7,71.5,66.4,0.207,33,7.9,0.4
9/16/2019,,6.2,19,6,75.2,54.8,0.302,33,4.1,0.4
9/17/2019,,4.7,15.4,4.1,79.2,43,0.357,33,4.9,0.4
9/18/2019,,4.6,16.8,4.2,81.7,31,0.398,38,6,0.4
9/19/2019,,5.1,20.2,4.3,82.9,32.5,0.36,33,4.3,0.3
9/20/2019,,5.4,22.8,4.9,83.1,28.4,0.396,30,4.8,0.3
9/21/2019,,5,18.7,5.8,72,57.7,0.103,23,4.7,0.4
9/22/2019,,6.2,20,5.6,75,57.2,0.326,27,3.4,0.4
9/23/2019,,6,16.4,3.9,79.8,44.1,0.387,19,4.8,0.3
9/24/2019,,4.2,18,3.9,75.6,44,0.367,26,7.9,0.3
9/25/2019,,6,16.7,4.5,77,40.9,0.378,25,6.1,0.3
9/26/2019,,4.9,17.3,4.9,78.9,36.7,0.387,22,8.5,0.3
9/27/2019,,6.2,19.9,5.8,76.6,37.9,0.375,21,7,0.3
9/28/2019,,10.4,20.7,5.7,76.9,35.9,0.383,22,4.2,0.3
9/29/2019,,4.3,19.7,6,79.1,32.7,0.383,28,6.1,0.3
9/30/2019,,5.2,29,7.7,75.7,62.7,0.228,19,8.4,0.4
10/1/2019,,5.4,9.3,4.3,72.7,57.3,0.199,22,7.3,0.4
10/2/2019,,7.8,21,5.8,71.3,54.5,0.347,30,4.5,0.4
10/3/2019,,5.4,20.8,6,74.5,57.3,0.293,25,7,0.4
10/4/2019,,3.2,20,8,72.3,64.5,0.226,25,7.1,0.5
10/5/2019,,6.4,18.1,7.9,76,49.9,0.356,21,4.3,0.4
10/6/2019,,,15.9,6.2,76.8,32.6,0.364,30,6.5,0.3
10/7/2019,,3.7,24.4,7.4,68.2,40.7,0.344,36,11.3,0.3
