date ,sulfur,nitrogen,pm10,pm25,temp,humidity,radiation,ozone,wind,
10/8/2019,,6.7,25.8,8.1,71.7,50.7,0.267,35,7.5,0.4
10/9/2019,,7.1,21.1,7,74.1,43,0.35,22,6.6,0.3
10/10/2019,,6.5,20.6,7.1,73.8,26.2,0.356,25,8,0.2
10/11/2019,,3.3,24.8,6.8,56.9,28.3,0.35,26,10.8,0.2
10/12/2019,,10.4,37.2,9.6,60,27.5,0.342,31,6.7,0.4
10/13/2019,,10.5,40.8,12.2,68.1,37.5,0.324,25,3.6,0.5
10/14/2019,,5.9,20.8,6.6,69,60,0.233,14,4.7,0.4
10/15/2019,,6.2,13.9,5.7,72.3,48.5,0.319,24,5.4,0.4
10/16/2019,,8.6,27,7.3,66.7,26.1,0.334,31,9.2,0.3
10/17/2019,,16.4,42,10.9,68.7,35.1,0.328,25,5.3,0.6
10/18/2019,,5.4,27.9,6.5,71.5,38.6,0.279,27,10.2,0.3
10/19/2019,,10.9,23.5,8.1,67.3,25.8,0.326,31,5.4,0.3
10/20/2019,,4.7,31.2,7.7,68.5,24.4,0.325,36,9.6,0.2
10/21/2019,,15.9,29.1,8.7,62.4,16,0.328,22,4.2,0.3
10/22/2019,,19.3,31.9,8.8,63.3,16,0.324,20,3.8,0.3
10/23/2019,,19.2,27.7,8.6,64.9,18.1,0.317,17,3.6,0.3
10/24/2019,,8,39.5,9,56.3,30.5,0.306,26,9.4,0.2
10/25/2019,,16,29.3,10.3,46.8,36.8,0.31,21,3.9,0.3
10/26/2019,,15.5,22.9,9.3,55.3,22.4,0.316,21,4.9,0.2
10/27/2019,,7.7,26.4,8.2,68.4,18.1,0.308,34,7,0.3
10/28/2019,,8.5,42.8,10.4,67.1,24.3,0.267,33,8,0.3
10/29/2019,,9.1,30.4,10,64.7,20.8,0.299,29,7.5,0.3
10/30/2019,,6.4,59.7,14.1,53.9,15.4,0.227,36,8.9,0.2
10/31/2019,,16.2,23.5,8.6,46,15.3,0.304,22,5.4,0.3
11/1/2019,,20.6,33,15.1,51.9,15.2,0.297,15,4.1,0.4
11/2/2019,,2.8,29,12.1,53.4,24.5,0.261,31,8.5,0.3
11/3/2019,,,30,11.9,58.9,25.7,0.233,21,3.5,0.4
11/4/2019,,18.1,32,10.4,66.7,26,0.27,20,4,0.4
11/5/2019,,18.5,41.1,10.1,66.8,29.6,0.267,14,3.7,0.5
11/6/2019,,8.4,22.6,9.3,65.7,48.6,0.173,32,6.6,0.4
11/7/2019,,5.3,16.4,6.3,57.5,60.7,0.12,14,7.7,0.3
11/8/2019,,12.2,29.2,9.5,51,65.7,0.136,8,5.6,0.5
11/9/2019,,16.4,31.5,9.7,57.6,54.2,0.258,14,3.5,0.6
11/10/2019,,,25.2,8.9,65.2,43.5,0.242,13,4.2,0.4
11/11/2019,,,37,6.9,56,50.4,0.09,19,10.4,0.2
11/12/2019,,13.5,18.7,5.5,39.8,37.2,0.138,16,9.3,0.2
11/13/2019,,12.2,19.1,7,48,42.3,0.263,15,6.5,0.3
11/14/2019,,12.6,27.2,8.4,51.3,42.4,0.259,21,7.4,0.3
11/15/2019,,23.3,29,8.7,52.3,36.4,0.254,24,5.4,0.5
11/16/2019,,22.8,32.4,11.4,55.9,36.1,0.224,21,3.6,0.5
11/17/2019,,21.4,37.9,15.2,54.8,37,0.184,13,4,0.5
11/18/2019,,28.5,37.5,13.7,57.5,29.5,0.255,15,5.1,0.5
11/19/2019,,35.2,31,9.8,61.1,41.1,0.181,13,5.3,0.4
11/20/2019,,18.1,16.2,6.5,60.4,62.2,0.241,17,6.8,0.4
11/21/2019,,19.7,18.8,6.9,52.9,66.4,0.163,15,8.6,0.4
11/22/2019,,13.9,13.8,6.3,51.5,62.6,0.214,24,5.1,0.3
11/23/2019,,19.9,27.1,11.4,49.5,51.8,0.242,18,3.6,0.5
11/24/2019,,10.1,12,5.9,50.8,51.9,0.21,18,6.6,0.3
11/25/2019,,7.1,15.2,4.6,56.2,50,0.121,24,7.5,0.2
11/26/2019,,5.3,31.9,9.3,54.3,37.5,0.186,32,11.2,0.2
11/27/2019,,7.8,14.8,6,43.3,52.7,0.057,25,11.2,0.2
11/28/2019,,7.8,11.9,6.7,45.9,84.7,0.112,12,5.6,0.3
11/29/2019,,6,20.4,5.9,52.3,66.8,0.218,23,10.1,0.3
11/30/2019,,5.9,13.4,7.9,47.6,51.3,0.176,35,10,0.3
12/1/2019,,17,18.8,10.8,44.1,47.1,0.234,16,3.7,0.4
12/2/2019,,23.4,25,10.1,47.2,45.3,0.225,10,3.4,0.5
12/3/2019,,18.8,19.2,8.4,50.4,46.3,0.233,13,6,0.3
12/4/2019,,19.4,24.4,10.6,52.7,49.3,0.099,7,3.9,0.4
12/5/2019,,,15.2,5,57.9,47.3,0.219,20,8.9,0.3
12/6/2019,,,24.7,7.8,54.4,47.1,0.221,16,4.9,0.5
12/7/2019,,,25.3,9,55.2,49.2,0.198,10,3.3,0.5
12/8/2019,,,19.3,6.9,58,53.9,0.095,19,7.8,0.3
12/9/2019,,15.6,11.8,8.2,48.3,84.3,0.032,20,5.7,0.4
12/10/2019,,11.8,17.8,8.4,48.3,72.9,0.174,17,3.3,0.4
12/11/2019,,17.9,28.7,8.9,47,73.4,0.187,10,3.6,0.5
12/12/2019,,13.6,15.8,7,48.7,68,0.224,14,5.4,0.3
12/13/2019,,10.5,12.3,4.7,55.5,48.9,0.22,21,8.1,0.2
12/14/2019,,10.2,15.7,5.3,58.9,41.4,0.222,20,8.8,0.3
12/15/2019,,1.8,25.3,5.8,61.3,30.6,0.219,30,10.8,0.2
12/16/2019,,3.2,11.8,5.1,47.9,28,0.208,37,10.4,0.2
12/17/2019,,8.2,12.8,6.2,39.3,25.3,0.224,32,6.8,0.2
12/18/2019,,21.3,19,6.5,38.3,33,0.224,16,5,0.3
12/19/2019,,25.6,36,13.5,42.1,36,0.18,12,5.2,0.5
12/20/2019,,23.5,31.2,13.8,42.2,41,0.219,11,4,0.4
12/21/2019,,25.6,30.9,13,42.7,34,0.217,11,3.6,0.5
12/22/2019,,23,28.6,13.1,43.3,34.8,0.178,10,3.3,0.6
12/23/2019,,25.2,51.3,19.6,46.9,35.6,0.191,9,3.2,0.8
12/24/2019,,,31.8,17.4,46,60.1,0.084,7,4.8,0.7
12/25/2019,,,12.2,7,49.2,62.8,0.218,23,5.4,0.3
12/26/2019,,,14.2,6.1,50.2,56.1,0.218,,5.9,0.4
12/27/2019,,8.3,14.6,6.1,50.6,52.5,0.181,34,8.6,0.3
12/28/2019,,3.5,9.8,4.5,41.3,63.1,0.148,33,10,0.2
12/29/2019,,3.2,8.3,5.2,36.8,51.9,0.225,33,9.3,0.2
12/30/2019,,14.3,12.9,6.5,37.7,37,0.223,21,4.8,0.3
12/31/2019,,17.2,23.9,13.6,42.6,32.4,0.221,20,4.8,0.4
1/1/2020,,9.8,12.8,3.9,44.6,39.6,0.223,23,8.1,0.2
1/2/2020,,10.8,15.2,6.8,42.6,69.2,0.066,23,8.4,0.4
1/3/2020,,13.7,10.3,3.7,41.7,50,0.228,20,6.7,0.3
1/4/2020,,17,14.2,5.6,45.1,39,0.235,17,5.4,0.3
1/5/2020,,22.6,25.2,10.5,47.2,40.5,0.229,11,3.6,0.5
1/6/2020,,18.3,26.5,7.7,47.8,33,0.231,16,5.5,0.3
1/7/2020,,24.6,17.8,5.2,44.6,22.4,0.209,15,4.5,0.4
1/8/2020,,21.1,17.1,5.2,48.2,27.3,0.226,15,4.2,0.4
1/9/2020,,11.9,22.8,3.3,55.1,22.7,0.234,25,6.7,0.3
1/10/2020,,5.7,21,4.2,46.6,39.9,0.196,31,9.7,0.2
1/11/2020,,14.2,15.9,5.9,41.2,33,0.237,22,5.1,0.4
1/12/2020,,16.2,27.3,11.1,48.1,27,0.24,17,5,0.5
1/13/2020,,17.7,25,7.9,52.5,24.6,0.242,11,4.4,0.4
1/14/2020,,19.7,32.5,7.9,53.6,21.4,0.232,11,3.8,0.5
1/15/2020,,31.8,55.5,13.9,56,20.1,0.117,3,3.2,0.8
1/16/2020,,9.6,25.8,8.2,51.9,51.6,0.097,11,9.4,0.3
1/17/2020,,5.7,16.5,4.8,52.4,54.4,0.24,18,8.3,0.3
1/18/2020,,6.5,13.7,3.5,50.4,37.3,0.248,24,5.3,0.3
1/19/2020,,6.3,13.9,3.4,50,36.8,0.243,29,7.6,0.3
1/20/2020,,4.7,12.9,2.3,49.7,33.1,0.212,31,10.2,0.2
1/21/2020,,13.7,15.1,4.7,47.8,61.4,0.046,,7,0.3
1/22/2020,,10.1,11.1,2.9,51.8,60.7,0.25,23,8.8,0.2
1/23/2020,,21.1,19.4,6.1,49.6,43.9,0.257,18,4.6,0.3
1/24/2020,,33.4,36.1,10.8,50.3,41.6,0.253,13,2.8,0.5
1/25/2020,,24.5,24.5,7.9,54.3,34.2,0.258,21,4.9,0.3
1/26/2020,,14.2,17.4,4.5,53.6,35.8,0.264,21,6.2,0.2
1/27/2020,,9.3,21.7,3.3,54,40.7,0.192,25,10.3,0.2
1/28/2020,,15.4,15.6,4.3,48.3,30.4,0.27,28,5.7,0.2
1/29/2020,,18.5,22.8,5.3,49.8,24.9,0.263,23,6.3,0.3
1/30/2020,,13.9,19.3,4.7,50.6,30.2,0.266,29,5.5,0.2
1/31/2020,,14.8,20.1,5.7,47.6,31.1,0.274,25,4.7,0.2
2/1/2020,,16.1,17.4,5.3,50.8,22.4,0.28,27,5.5,0.2
2/2/2020,,20,29.7,9.7,51.8,20.9,0.218,16,3.2,0.4
2/3/2020,,5.2,42.2,4.7,58.9,28.2,0.236,33,10.7,0.2
2/4/2020,,6.1,12.6,4,47.4,58.8,0.194,33,9.4,0.2
2/5/2020,,7.6,10.2,3.2,33.2,64.3,0.177,28,5.3,0.2
2/6/2020,,9.1,19.6,4.7,41.9,34.5,0.267,27,9.2,0.2
2/7/2020,,10.2,15.9,4.7,52.1,30.8,0.295,27,8,0.2
2/8/2020,,14.2,17.9,6,56.6,27.6,0.3,26,6.1,0.3
2/9/2020,,12.7,19.6,5.6,59.9,25.5,0.268,23,6.4,0.3
2/10/2020,,10.5,16.2,4.4,56.7,58,0.248,22,5.6,0.3
2/11/2020,,7.6,12.2,4,42.8,74.5,0.094,17,9.4,0.2
2/12/2020,,12.6,17.7,8.7,40.6,71.7,0.114,20,5.5,0.4
2/13/2020,,26.8,48.5,16.7,45.9,59.3,0.3,15,2.8,0.8
2/14/2020,,23.3,33.5,8.5,51.8,46.8,0.305,15,4.3,0.5
2/15/2020,,13.8,16.7,5.8,55.8,36.9,0.31,24,5.8,0.3
2/16/2020,,4.5,12.1,3.2,58,25.9,0.317,33,8.1,0.2
2/17/2020,,8.6,15.3,3.9,60.7,24.1,0.292,31,6.9,0.2
2/18/2020,,13.7,27.4,6.8,56.7,37.3,0.303,24,7.8,0.3
2/19/2020,,13.4,29.5,7.5,52.6,49.1,0.189,23,9.6,0.3
2/20/2020,,8.2,35.1,7.7,47.9,54.9,0.32,19,12.6,0.3
2/21/2020,,2.6,16.6,5.2,43.6,54.2,0.17,22,9.6,0.2
2/22/2020,,12.2,26.2,7.9,55,46.7,0.291,20,4.4,0.4
2/23/2020,,-0.2,23.7,4.8,56.8,41,0.322,33,12.8,0.2
2/24/2020,,1.3,11.7,3.7,53.8,40.2,0.343,32,10.8,0.2
2/25/2020,,6.3,16,4.9,47.6,26.6,0.346,32,8.7,0.2
2/26/2020,,10.2,23.1,4.3,38.9,24.5,0.35,25,6.5,0.3
2/27/2020,,17.3,21.2,4.1,47.1,20,0.345,20,5.3,0.5
2/28/2020,,20.9,25.6,6.2,52.9,18.5,0.229,15,3.8,0.7
2/29/2020,,15.2,28.2,7,59.1,17.1,0.318,19,6,0.8
3/1/2020,,6.7,16.5,3.6,59.4,25.5,0.184,26,7.9,0.7
3/2/2020,,12.9,27.3,4.9,59.1,28.5,0.202,21,5.1,0.8
3/3/2020,,7.1,13.9,3.5,50,68.1,0.099,29,7.9,0.7
3/4/2020,,8.4,14.1,3.8,48.8,64.7,0.295,35,6.3,
3/5/2020,,16.4,21.9,9.8,53,54.4,0.369,23,5.2,
3/6/2020,,4.9,20.6,3.2,57.9,36.3,0.366,36,10.7,
3/7/2020,,11.3,24.7,4.9,63.4,32.4,0.356,31,6.6,
3/8/2020,,8.3,9.1,2.3,57.7,70.7,0.141,24,6.3,
3/9/2020,,14.1,20,5,58.4,55.9,0.366,21,4.6,
3/10/2020,,17.7,24.2,5.4,62.2,48.9,0.263,13,4.5,
3/11/2020,,20.8,25.1,4.5,65.3,47,0.299,12,4.6,
3/12/2020,,7.9,11.6,2.5,62.7,61.8,0.151,23,5.5,
3/13/2020,,10.3,13.6,3.7,61.6,61.7,0.29,24,8,
3/14/2020,,13.8,25.5,6.6,60.4,39,0.395,31,4.3,
3/15/2020,,16.4,27.2,8,63.3,47.6,0.255,23,4.6,
3/16/2020,,18,25.8,5.9,64.6,35.2,0.403,21,4,
3/17/2020,,16,26.4,5.3,63.1,42.1,0.129,21,7.2,
3/18/2020,,16.9,16.1,5.5,54.2,69.6,0.119,18,6.6,
3/19/2020,,9.5,11.5,4.3,54.4,39.6,0.382,37,9.7,
3/20/2020,,15.2,23.1,5.1,56.2,40.1,0.4,26,7.9,
3/21/2020,,8.8,18.8,4.3,60,36.3,0.365,35,9.2,
3/22/2020,,16.3,20.7,5.7,62.5,22.8,0.404,31,5.2,
3/23/2020,,15.2,31.8,5.5,66.3,20.9,0.42,33,8,
3/24/2020,,13.1,16.6,3.6,63.1,22.9,0.431,34,7,
3/25/2020,,14.7,17.4,3.6,68.8,20.9,0.422,30,6.3,
3/26/2020,,11.5,30.6,5.4,71.6,19.1,0.276,27,8.9,
3/27/2020,,5.1,109.7,13.9,61.4,28.1,0.283,39,15.3,
3/28/2020,,10.7,17.1,5.5,51,25,0.44,39,7.3,
3/29/2020,,13,22,7,59.1,17.2,0.321,29,4.7,
3/30/2020,,10.3,16.3,5.2,62.2,17.1,0.44,40,8.8,
3/31/2020,,20,25.8,7.3,63.6,18.6,0.403,30,3.7,
4/1/2020,,10.4,23,5.7,71.8,14.2,0.369,38,8.1,
4/2/2020,,6.4,19.1,3.4,69,17.1,0.453,42,9.6,
4/3/2020,,12.4,23.6,4.4,66.3,19.9,0.309,32,5.4,
4/4/2020,,8.7,25.2,4.8,65.1,23.6,0.435,37,6.8,
4/5/2020,,8.4,20.4,4.8,66.9,19.2,0.454,37,5.6,
4/6/2020,,8.5,19.3,4,68.7,21.2,0.294,37,6.9,
4/7/2020,,9.2,17.6,3.6,67.3,24.6,0.459,32,6.7,
4/8/2020,,9.2,20.1,4.1,69.5,25.2,0.442,33,5.4,0.1
4/9/2020,,8.5,17.7,3.3,70.2,21.6,0.422,35,7.1,0.1
4/10/2020,,13,18.7,4.3,66.5,16.8,0.471,33,5.3,0.1
4/11/2020,,8.5,20.4,3.5,62.7,17.2,0.461,41,8.7,0.1
4/12/2020,,3.2,35.3,6,59.2,36.7,0.467,42,13.1,0.1
4/13/2020,,6,27.5,5.1,64.4,25.6,0.472,41,10.4,0.1
4/14/2020,,8.4,16.4,3.6,61.1,26.5,0.476,39,5.5,
4/15/2020,,9.3,23.1,5.4,61.2,22.4,0.48,42,6.5,0.2
4/16/2020,,8,20,4.6,68.5,13.9,0.475,44,7.2,0.2
4/17/2020,,12.5,23,5.4,69,15.6,0.384,37,5.6,0.1
4/18/2020,,6.9,25.7,5.4,69.4,15.5,0.485,40,9,0.1
4/19/2020,,7.7,15.9,4.2,66.2,17.1,0.489,41,9.2,0.1
4/20/2020,,8.9,21.1,5.1,69.5,14.7,0.483,41,7.2,0.1
4/21/2020,,8.6,24.3,5.4,72.5,13.7,0.498,42,8.9,0.1
4/22/2020,,8.6,19.6,4.8,68.2,18.2,0.491,45,8.8,0
4/23/2020,,9.3,21,4.8,71.3,18.3,0.496,41,8.7,0
4/24/2020,,10,21.5,5.1,75.8,15.1,0.499,42,7.3,0
4/25/2020,,7.8,27.6,7.1,72.7,17.8,0.497,44,7.3,0.1
4/26/2020,,7.8,22.3,5.7,78,16.1,0.5,42,6.1,0.1
4/27/2020,,10.6,23.2,5.8,80.1,12.3,0.457,39,7.2,0.1
4/28/2020,,9.1,21.7,5,79.4,11.7,0.505,41,7.7,0.1
4/29/2020,,4.8,38.7,8.1,75,17.8,0.497,47,10.5,0.1
4/30/2020,,13.4,35.7,8.1,78.3,16.3,0.466,45,5.4,0.2
5/1/2020,,11.8,27.1,7.3,83.3,12.3,0.446,38,7.4,0.1
5/2/2020,,8.9,24.2,7.1,81.9,14.9,0.504,38,6.9,0.1
5/3/2020,,4.9,19.5,7.3,81.8,12.5,0.51,42,7.3,0.1
5/4/2020,,8,18.7,5.4,81.1,11,0.523,43,8.3,0.1
5/5/2020,,5,41.5,8.9,75.7,20.4,0.51,47,10.2,0.1
5/6/2020,,12,32,6.6,80.4,17.7,0.511,50,6.3,0.2
5/7/2020,,7.8,27.4,4.8,85.2,11.2,0.523,51,8.8,0.1
5/8/2020,,3.8,64.9,8.6,71.7,12.1,0.481,51,12.9,0.1
5/9/2020,,8.5,38.6,8.2,74.7,14.7,0.495,55,5.9,0.2
5/10/2020,,5.2,28.1,7.6,74.9,25.9,0.384,46,7,0.1
5/11/2020,,7.9,25.7,5.9,75.4,31.1,0.421,50,5.7,0.2
5/12/2020,,7.2,20.5,4.8,77.8,15.3,0.525,44,7.1,0.1
5/13/2020,,5.8,19.3,4.8,77.6,13.7,0.524,42,8.4,0.1
5/14/2020,,7.5,18.9,4.6,75.5,13.4,0.45,40,7.3,0.1
5/15/2020,,9.9,18.4,4.5,77.4,11.6,0.526,42,7.3,0.1
5/16/2020,,6.7,19.6,4.9,78.6,11.9,0.531,44,7.2,0.1
5/17/2020,,7.7,19.8,5.5,83.2,10.8,0.533,41,5.4,0.1
5/18/2020,,15.7,30,8.2,85.3,10.6,0.529,36,5,0.2
5/19/2020,,5.9,24.7,5.8,84.9,10.6,0.516,43,9.8,0.1
5/20/2020,,7.9,20.3,4.6,78.1,10.8,0.534,42,9,0.1
5/21/2020,,8.7,21.1,4.3,75.1,8.7,0.543,45,8.4,0.1
5/22/2020,,11.3,23.1,5.3,77.5,7.5,0.544,43,5.9,0.2
5/23/2020,,6.8,19.3,4.4,78.7,9.3,0.541,44,8.4,0.1
5/24/2020,,4.1,18.4,4.9,77.5,12.2,0.52,44,9,0.1
5/25/2020,,5.6,22.7,5.8,73.7,17.4,0.533,46,8.4,0.1
5/26/2020,,9.7,25.2,6.4,74.9,28,0.529,45,6.4,0.2
5/27/2020,,14,25.4,8.1,84.1,11.3,0.538,38,5.7,0.2
5/28/2020,,8.7,28.1,7.7,86.6,13.9,0.515,50,7.5,0.1
5/29/2020,,4.5,20.9,4.6,82.7,19.4,0.525,49,9.1,0.1
5/30/2020,,3.8,16.6,3.9,82.2,19.2,0.527,47,8.9,0.1
5/31/2020,,2.6,16,4.6,81.2,16.7,0.534,51,9,0.1
6/1/2020,,5.4,17,5.2,81.2,25.6,0.533,47,7.1,0.1
6/2/2020,,7,19.8,5.5,84.7,24.6,0.527,46,5.2,0.1
6/3/2020,,8.9,28.2,6.1,88.8,19.6,0.529,45,5.3,0.1
6/4/2020,,16.4,46.6,9.5,90.6,16.2,0.483,38,4,0.2
6/5/2020,,8,39.3,8.2,92.2,16,0.517,38,8.3,0.1
6/6/2020,,4.3,25.3,5.6,90.8,15.6,0.524,46,7.7,0.1
6/7/2020,,6.1,20.5,4.5,85.6,8.7,0.55,41,8.1,0.1
6/8/2020,,5.1,35.5,6.9,81.6,18.3,0.533,35,11.5,0
6/9/2020,,10.1,22.4,4.3,73.2,7.1,0.558,45,8.2,0.1
6/10/2020,,17.3,35.2,9,80.2,8.7,0.546,37,4.2,0.2
6/11/2020,,5.1,50.7,10.1,83.6,24.6,0.391,44,11.1,0.1
6/12/2020,,6,23.4,6.1,80.1,38.1,0.524,45,8.7,0.1
6/13/2020,,9.2,20.7,5.3,81.4,30.5,0.446,41,7.4,0.2
6/14/2020,,5.6,37.7,7.4,84.4,15.9,0.413,45,6.6,0.1
6/15/2020,,6.5,24.1,6,84.4,16.8,0.476,53,7,0.1
6/16/2020,,7.7,18.1,4,85,20,0.494,46,6,0.1
6/17/2020,,6.1,16,3.4,86.9,17.3,0.531,43,8.3,0.1
6/18/2020,,7.8,18.1,4.5,85.6,9.6,0.545,37,7.5,0.1
6/19/2020,,7.5,23.7,5.1,86.2,10.3,0.537,36,7.9,0.1
6/20/2020,,8.6,31.4,10.9,86.8,9.7,0.535,38,7,0.1
6/21/2020,,5.7,16.4,5.7,89.4,10,0.531,41,7.3,0.1
6/22/2020,,6.8,23.3,9,90.5,7.9,0.512,45,8.7,0.2
6/23/2020,,5.8,81.2,13,86,19.5,0.499,45,8.8,0.2
6/24/2020,,4.9,27.2,6.6,84.8,24.1,0.509,53,9,0.2
6/25/2020,,10.2,25.6,7.3,85.7,25.2,0.51,50,6.4,0.3
6/26/2020,,8.5,39.7,7.8,87.9,19.3,0.41,43,7.8,0.2
6/27/2020,,7.1,44.2,8.3,85.5,21.5,0.428,45,7.5,0.2
6/28/2020,,4.2,26,5.8,83.9,21.4,0.467,45,10.5,0.2
6/29/2020,,3.9,29.7,10.9,84,27.2,0.521,34,11,0.1
6/30/2020,,5.4,22.7,8,84.3,24.2,0.53,31,9.4,0.1
7/1/2020,,10.1,21.3,5.7,82.8,19.6,0.324,30,5.9,0.1
7/2/2020,,5.9,17.7,4.8,85.1,27.8,0.452,33,6.4,0.1
7/3/2020,,5.5,21.7,5.1,88.4,23.6,0.476,33,7.6,0.1
7/4/2020,,5.2,30.3,7.8,89.2,23.2,0.492,39,5.6,0.1
7/5/2020,,5.1,24.3,5.6,89.4,23,0.501,40,6.9,0.1
7/6/2020,,5.7,22.4,5.7,88.3,24.5,0.524,45,7.4,0.1
7/7/2020,,8.9,83.4,25.7,89,22.3,0.508,52,5.6,0.1
7/8/2020,,8.4,22.7,6.3,92.5,17.5,0.527,43,5.5,0.1
7/9/2020,,11.1,25.9,7.6,94.1,14.5,0.521,35,5.5,0.1
7/10/2020,,11.5,34,9.6,95.9,13.4,0.514,37,5,0.2
7/11/2020,,10.1,36.6,10.3,95.3,16.6,0.52,39,6.3,0.1
7/12/2020,,9.8,24.7,6.6,95.8,10.7,0.526,27,6,
7/13/2020,,,30.8,7,95.7,13,0.519,,7.5,
7/14/2020,,,30.6,10.6,90.9,22.4,0.476,,8.5,
7/15/2020,,,30.1,7.2,87.7,27.3,0.494,,8.4,
7/16/2020,,,26.5,8.7,88.7,25.1,0.478,,7.5,
7/17/2020,,5.8,19.5,6.5,88.6,24.1,0.498,50,7.3,0
7/18/2020,,3.5,20,6.2,88.9,25.4,0.473,51,7.7,0
7/19/2020,,4.7,18.2,5.3,87.8,25.2,0.498,51,5.7,0
7/20/2020,,6.8,29.5,8.8,85.2,31.8,0.468,44,6,0.1
7/21/2020,,6.5,35.7,10.4,83.4,35.2,0.477,48,7.1,0.1
7/22/2020,,7.1,21,7.5,82.8,37.8,0.399,40,6.9,0.1
7/23/2020,,8.3,19.2,6.3,81.1,45,0.415,41,5.5,0.1
7/24/2020,,7.4,17.7,5.6,75.5,62.5,0.388,44,5.7,0.1
7/25/2020,,6.3,14.9,5,78.3,53.6,0.468,55,5.2,0.1
7/26/2020,,6,15.8,4.7,84.5,41.7,0.497,37,7.1,0.1
7/27/2020,,7.2,15.9,3.6,84.9,33.6,0.505,36,6.8,0.1
7/28/2020,,9.1,21.4,5.4,87.5,27.2,0.491,35,5.3,0.1
7/29/2020,,12.5,25.1,5.8,90.4,23.8,0.485,33,4.7,0.1
7/30/2020,,19,35.4,8.3,93.5,19.6,0.44,35,4.4,0.2
7/31/2020,,3.7,33.8,7.8,88.8,26.5,0.507,47,9.6,0.1
8/1/2020,,4.5,25.5,7.2,86.9,27.8,0.453,65,7.4,0.1
8/2/2020,,5.8,19.7,4.8,85.4,27.1,0.487,48,6.4,0.1
8/3/2020,,8.4,20.6,5.8,86.5,27.2,0.494,48,5.2,0.2
8/4/2020,,10.3,34.4,7.4,89.8,20.6,0.419,43,5.4,0.2
8/5/2020,,8,21.8,4.5,90.5,19.9,0.48,42,5.8,0.1
8/6/2020,,13.4,30.5,6.3,88.4,23.4,0.291,43,4.6,0.2
8/7/2020,,10.7,23.9,5.5,87.2,25.4,0.461,40,5.8,0.1
8/8/2020,,10,27.2,7.5,87.8,26.4,0.471,52,4.9,0.2
8/9/2020,,7.3,18.8,5.2,89.4,23.6,0.476,46,5.2,0.1
8/10/2020,,9.9,27.3,6.3,92.1,18.7,0.477,39,5.2,0.1
8/11/2020,,8.9,26.1,6.2,92.9,17.6,0.474,44,6.1,0.1
8/12/2020,,8.1,26.8,6.8,94.4,15,0.476,43,4.7,0.1
8/13/2020,,12.1,28.3,7.3,94.5,15,0.406,41,5.3,0.2
8/14/2020,,9.2,27.2,6.9,94.4,14.3,0.46,43,6.3,0.2
8/15/2020,,9,28.7,7.3,94.7,12.9,0.465,40,6.6,0.2
8/16/2020,,4.4,30.5,7.6,88.6,20.5,0.439,41,9.5,0.1
8/17/2020,,7.9,25.1,8.3,84.4,26.5,0.387,38,7.6,0.1
8/18/2020,,9.7,21.9,8.3,84.8,25.2,0.471,46,5.4,0.1
8/19/2020,,21.2,39.1,12.5,87.8,18.5,0.46,40,4.2,0.3
8/20/2020,,14.3,31.5,9.1,90.9,15.8,0.44,36,4.9,0.2
8/21/2020,,13.9,37.2,13.9,90.6,18.1,0.416,47,5.5,0.2
8/22/2020,,7,39.1,11.9,89.8,21.6,0.441,56,5.8,0.1
8/23/2020,,6.3,26.4,13.1,89.3,20.8,0.404,51,5.8,0.1
8/24/2020,,10.3,26.7,10.6,87,21,0.41,46,6.4,0.2
8/25/2020,,11.3,25.2,7.5,85.1,20,0.449,40,7.3,0.2
8/26/2020,,11.6,26.8,8.5,85.9,19.5,0.445,43,6.1,0.2
8/27/2020,,21.9,34.4,10.3,88.1,17,0.441,40,5.1,0.3
8/28/2020,,24.3,43.1,12.3,90.9,15.3,0.436,36,4.4,0.3
8/29/2020,,10.5,30.2,9.4,90.5,19,0.442,48,5.2,0.2
8/30/2020,,7.8,20.6,7.3,84.4,27.5,0.145,40,7.8,0.1
8/31/2020,,3.9,22.7,6.1,83.1,37.2,0.294,36,9.6,0
9/1/2020,,5.7,23.5,5,80.8,38.2,0.411,36,9,0
9/2/2020,,12.4,24.6,7.2,82.5,27.4,0.445,39,5.1,0.1
9/3/2020,,21.8,40.5,10.9,86.3,15.9,0.445,37,3.9,0.3
9/4/2020,,5.6,27.2,6.1,87.5,19.2,0.441,50,9.3,0
9/5/2020,,3.9,21.1,5.7,83.5,29.2,0.438,44,9.6,0
9/6/2020,,11,26,6.5,82.6,31.5,0.433,30,4.6,0.1
9/7/2020,,18.4,39.7,10.3,85.9,20,0.41,22,4.1,0.2
9/8/2020,,4.2,43.3,11,81.5,43.9,0.396,35,10.6,0.1
9/9/2020,,4.4,16.6,3.1,58,55.2,0.21,19,15.6,0
9/10/2020,,4.1,12.4,2.6,56.8,60.1,0.253,21,10.9,0.1
9/11/2020,,8.2,19.8,4.4,66.2,52.5,0.323,26,6,0.1
9/12/2020,,9.8,18.5,6.4,72.2,47.6,0.274,29,4.6,0.1
9/13/2020,,6.7,19.1,8,77.8,29.5,0.31,45,6.3,0.1
9/14/2020,,7.8,19.7,8.3,71.4,53.1,0.233,36,7.3,0.1
9/15/2020,,16.7,29.9,8.3,72.9,46.1,0.377,34,4.1,0.2
9/16/2020,,16.5,28.3,7.4,78,35.2,0.38,32,4.2,0.2
9/17/2020,,8.1,22.7,7.8,78.4,29.2,0.383,44,5.8,0.1
